주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자
141-4-000016,신포주차장,민영,노외,,부산광역시 강서구 명지동 1-658,15,기타,미시행,평일+토요일+공휴일,9:30,0:00,9:30,0:00,9:30,0:00,유료,10,0,,,,,,,,부산광역시 강서구,,35.11324409,128.9325711,2021.4.20
141-4-000015,명지주차장,민영,노외,,부산광역시 강서구 명지동 1-377,50,기타,미시행,평일+토요일+공휴일,9:30,0:00,9:30,0:00,9:30,0:00,유료,10,0,,,,,,,,부산광역시 강서구,,35.11296564,128.9321176,2021.4.20
141-4-000014,거양주차장,민영,노외,,부산광역시 강서구 명지동 616-97,19,기타,미시행,평일+토요일+공휴일,9:30,0:00,9:30,0:00,9:30,0:00,유료,10,0,,,,,,,,부산광역시 강서구,,35.10930444,128.9301939,2021.4.20
141-4-000012,부자집주차장,민영,노외,,부산광역시 강서구 대저1동 2345-11,10,기타,미시행,평일+토요일+공휴일,9:30,0:00,9:30,0:00,9:30,0:00,유료,10,0,,,,,,,,부산광역시 강서구,,35.2121042,128.9831866,2021.4.20
141-4-000010,가락주차장,민영,노외,,부산광역시 강서구 죽림동 931,20,기타,미시행,평일+토요일+공휴일,9:30,0:00,9:30,0:00,9:30,0:00,유료,10,0,,,,,,,,부산광역시 강서구,,35.19287364,128.9037141,2021.4.20
141-4-000009,동원주차장,민영,노외,부산광역시 강서구 공항앞길33번길 12,부산광역시 강서구 대저2동 2081-5,61,기타,미시행,평일+토요일+공휴일,9:30,0:00,9:30,0:00,9:30,0:00,유료,10,0,,,,,,,,부산광역시 강서구,,35.17922889,128.9534256,2021.4.20
141-4-000008,김해주차장,민영,노외,부산광역시 강서구 공항앞길 126,부산광역시 강서구 대저2동 2162-6,22,기타,미시행,평일+토요일+공휴일,9:30,0:00,9:30,0:00,9:30,0:00,유료,10,0,,,,,,,,부산광역시 강서구,,35.17656233,128.9504326,2021.4.20
141-4-000007,강동주차장,민영,노외,,"부산광역시 강서구 대저2동 3134-1, 2108-1, 2107-1",118,기타,미시행,평일+토요일+공휴일,9:30,0:00,9:30,0:00,9:30,0:00,유료,10,0,,,,,,,,부산광역시 강서구,,35.1736422,128.9526045,2021.4.20
141-4-000004,신공항주차장,민영,노외,,부산광역시 강서구 대저2동 2405-2,15,기타,미시행,평일+토요일+공휴일,9:30,0:00,9:30,0:00,9:30,0:00,유료,10,0,,,,,,,,부산광역시 강서구,,35.17538766,128.9505434,2021.4.20
141-4-000002,광남주차장,민영,노외,,부산광역시 강서구 대저2동 1858-1,245,기타,미시행,평일+토요일+공휴일,9:30,0:00,9:30,0:00,9:30,0:00,유료,10,0,,,,,,,,부산광역시 강서구,,35.18176269,128.9541709,2021.4.20
141-4-000026,강서주차장,민영,노외,,부산광역시 강서구 대저1동 2376-2,12,기타,미시행,평일+토요일+공휴일,9:30,0:00,9:30,0:00,9:30,0:00,유료,10,0,,,,,,,,부산광역시 강서구,,35.21414118,128.9812899,2021.4.20
141-4-000025,부영주차장,민영,노외,,부산광역시 강서구 대저2동 3903,23,기타,미시행,평일+토요일+공휴일,9:30,0:00,9:30,0:00,9:30,0:00,유료,10,0,,,,,,,,부산광역시 강서구,,35.16180594,128.9549596,2021.4.20
141-4-000024,신호주차장,민영,노외,,부산광역시 강서구 신호동 186,270,기타,미시행,평일+토요일+공휴일,9:30,0:00,9:30,0:00,9:30,0:00,유료,10,0,,,,,,,,부산광역시 강서구,,35.09823363,128.866964,2021.4.20
141-4-000023,녹산종합주차장,민영,노외,,부산광역시 강서구 신호동 186,28,기타,미시행,평일+토요일+공휴일,9:30,0:00,9:30,0:00,9:30,0:00,유료,10,0,,,,,,,,부산광역시 강서구,,35.09823363,128.8669653,2021.4.20
141-4-000022,동양주차장,민영,노외,,부산광역시 강서구 녹산동 92-1,20,기타,미시행,평일+토요일+공휴일,9:30,0:00,9:30,0:00,9:30,0:00,유료,10,0,,,,,,,,부산광역시 강서구,,35.12016561,128.8966133,2021.4.20
141-4-000021,우리들주차장,민영,노외,,부산광역시 강서구 녹산동 1277-9,11,기타,미시행,평일+토요일+공휴일,9:30,0:00,9:30,0:00,9:30,0:00,유료,10,0,,,,,,,,부산광역시 강서구,,35.11904561,128.8905371,2021.4.20
141-4-000020,우현주차장,민영,노외,,부산광역시 강서구 대저2동 2021-6,34,기타,미시행,평일+토요일+공휴일,9:30,0:00,9:30,0:00,9:30,0:00,유료,10,0,,,,,,,,부산광역시 강서구,,35.17994616,128.9557464,2021.4.20
141-4-000019,삼성주차장,민영,노외,,"부산광역시 강서구 대저2동 2405-2,3131-6,3131-7,3132-2,3134-4,3134-5",144,기타,미시행,평일+토요일+공휴일,9:30,0:00,9:30,0:00,9:30,0:00,유료,10,0,,,,,,,,부산광역시 강서구,,35.17538766,128.9505434,2021.4.20
141-4-000018,대보주차장,민영,노외,,부산광역시 강서구 대저1동 2377-22,14,기타,미시행,평일+토요일+공휴일,9:30,0:00,9:30,0:00,9:30,0:00,유료,10,0,,,,,,,,부산광역시 강서구,,35.21456825,128.9808873,2021.4.20
141-4-000038,엔투로지스주차장,민영,노외,,부산광역시 강서구 구랑동 1193-5,78,기타,미시행,평일+토요일+공휴일,9:30,0:00,9:30,0:00,9:30,0:00,유료,10,0,,,,,,,,부산광역시 강서구,,35.13391102,128.854688,2021.4.20
141-4-000036,부용주차장,민영,노외,,부산광역시 강서구 대저2동 4440,20,기타,미시행,평일+토요일+공휴일,9:30,0:00,9:30,0:00,9:30,0:00,유료,10,0,,,,,,,,부산광역시 강서구,,35.14918105,128.9508772,2021.4.20
134-1-000001,가야중복도로,공영,노상,부산광역시 부산진구 냉정로 223,부산광역시 부산진구 가야동 656-14,160,3,요일제,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,200,10,200,13,4700,50000,,,부산광역시 부산진구청,051-605-5881,35.15130998,129.0241527,2020.10.15
134-1-000002,가야공원진입로,공영,노상,부산광역시 부산진구 가야공원로 30-1,부산광역시 부산진구 가야동 596-7,41,3,요일제,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,200,10,200,13,4700,50000,,,부산광역시 부산진구청,051-605-5881,35.15072727,129.0297645,2020.10.15
134-1-000003,신부산빌딩 앞(소망빌딩),공영,노상,부산광역시 부산진구 자유평화로 3번길 14-21,부산광역시 부산진구 범천동 839-39,28,1,요일제,평일+토요일+공휴일,8:00,21:00,12:00,19:00,0:00,0:00,유료,10,500,10,500,13,15000,160000,,,부산광역시 부산진구청,051-605-5881,35.1422231,129.0618871,2020.10.15
134-1-000004,범천동신암로,공영,노상,부산광역시 부산진구 신암로 83,부산광역시 부산진구 범천동 1234-36,102,3,요일제,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,200,10,200,13,4700,50000,,,부산광역시 부산진구청,051-605-5881,35.14867928,129.0533226,2020.10.15
134-1-000005,경남공고 뒤,공영,노상,부산광역시 부산진구 전포대로 189번길 30,부산광역시 부산진구 전포동 870-1,27,2,요일제,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,300,10,300,13,8000,90000,,,부산광역시 부산진구청,051-605-5881,35.15371912,129.0634983,2020.10.15
134-2-000001,주례초등학교,공영,노외,부산광역시 부산진구 진사로61번길 28-7,부산광역시 부산진구 개금동 630-5,70,2,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,300,10,300,24,8000,90000,,,부산광역시 부산진구청,051-605-5881,35.14579543,129.0194537,2020.10.15
134-2-000002,유원오피스텔 뒤,공영,노외,부산광역시 부산진구 서면문화로 29-16,부산광역시 부산진구 부전동 474-97,12,1,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,700,10,700,13,21000,220000,,,부산광역시 부산진구청,051-605-5881,35.15973252,129.0551543,2020.10.15
134-2-000003,가야공원,공영,노외,,부산광역시 부산진구 가야동 491-11,41,3,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,200,10,200,24,4700,50000,,,부산광역시 부산진구청,051-605-5881,35.147089,129.0297506,2020.10.15
139-1-000016,통일아시아드공원 일원 노상공영,공영,노상,,부산광역시 사하구 다대동 1595,100,4,미시행,평일+토요일,8:00,20:00,8:00,15:00,0:00,0:00,유료,10,100,,,,2400,30000,현금,,부산광역시 사하구청,051-220-4511,35.06038137,128.9821886,2021.4.2
139-1-000015,삼환아파트 후문 노상공영,공영,노상,,부산광역시 사하구 다대동 25-4,70,4,미시행,평일+토요일,8:00,20:00,8:00,15:00,0:00,0:00,유료,10,100,,,,2400,30000,현금,,부산광역시 사하구청,051-220-4511,35.06215541,128.9835145,2021.4.2
139-1-000014,하단동 유수지 공영주차장,공영,노상,,부산광역시 사하구 하단동 1172,18,4,미시행,평일+토요일,8:00,20:00,8:00,15:00,0:00,0:00,유료,10,100,,,,2400,30000,현금,,부산광역시 사하구청,051-220-4511,35.10326838,128.9567581,2021.4.2
139-1-000013,에코팩토리 존 노상공영주차장,공영,노상,,부산광역시 사하구 신평동 664,42,4,미시행,평일+토요일,8:00,20:00,8:00,15:00,0:00,0:00,유료,10,100,,,,2400,30000,현금,,부산광역시 사하구청,051-220-4511,35.092066,128.956779,2021.4.2
139-1-000012,장림포구,공영,노상,,부산광역시 사하구 장림동 1092,98,4,미시행,평일+토요일,8:00,20:00,8:00,15:00,0:00,0:00,유료,10,100,,,,2400,30000,현금,,부산광역시 사하구청,051-220-4511,35.07930684,128.9516015,2021.4.2
139-1-000011,하단5일상설시장 공영주차장,공영,노상,,부산광역시 사하구 하단동 621,37,3,미시행,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,200,,,,4700,50000,현금,,부산광역시 사하구청,051-220-4511,35.1038046,128.9709923,2021.4.2
139-1-000010,장림2동 공영주차장,공영,노상,,부산광역시 사하구 장림동 569-1,83,4,미시행,평일+토요일,8:00,20:00,8:00,15:00,0:00,0:00,유료,10,100,,,,2400,30000,현금,,부산광역시 사하구청,051-220-4511,35.0724128,128.9729318,2021.4.2
139-1-000009,장림 동원로얄듀크 앞 공영주차장,공영,노상,,부산광역시 사하구 장림동 875-4,60,4,미시행,평일+토요일,8:00,20:00,8:00,15:00,0:00,0:00,유료,10,100,,,,2400,30000,현금,,부산광역시 사하구청,051-220-4511,35.0789969,128.9645579,2021.4.2
139-1-000008,신평패션칼라 공영주차장,공영,노상,,부산광역시 사하구 신평동 664,94,4,미시행,평일+토요일,8:00,20:00,8:00,15:00,0:00,0:00,유료,10,100,,,,2400,30000,현금,,부산광역시 사하구청,051-220-4511,35.0925135,128.9568185,2021.4.2
139-1-000007,동성화학 앞 공영주차장,공영,노상,,부산광역시 사하구 신평동 370-116,47,4,미시행,평일+토요일,8:00,20:00,8:00,15:00,0:00,0:00,유료,10,100,,,,2400,30000,현금,,부산광역시 사하구청,051-220-4511,35.08420847,128.9584164,2021.4.2
139-1-000006,대한제강 앞 복합 공영주차장,공영,노상,,부산광역시 사하구 신평동 370-17,168,4,미시행,평일+토요일,8:00,20:00,8:00,15:00,0:00,0:00,유료,10,100,,,,2400,30000,현금,,부산광역시 사하구청,051-220-4511,35.087398,128.9650187,2021.4.2
139-1-000005,도시철도 신평역 앞 공영주차장,공영,노상,,부산광역시 사하구 신평동 665,49,3,미시행,평일+토요일,8:00,20:00,8:00,15:00,0:00,0:00,유료,10,200,,,,4700,50000,현금,,부산광역시 사하구청,051-220-4511,35.0939343,128.9603282,2021.4.2
139-1-000004,신평골목시장 공영주차장,공영,노상,,부산광역시 사하구 신평동 99-9,18,3,미시행,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,200,,,,4700,50000,현금,,부산광역시 사하구청,051-220-4511,35.09255799,128.9774986,2021.4.2
139-1-000003,괴정천복개로(하단동) 공영주차장,공영,노상,,부산광역시 사하구 하단동 870-6,131,3,미시행,평일+토요일,8:00,20:00,8:00,15:00,0:00,0:00,유료,10,200,,,,4700,50000,현금,,부산광역시 사하구청,051-220-4511,35.1029161,128.9681246,2021.4.2
139-1-000002,괴정천복개로(당리동) 공영주차장,공영,노상,,부산광역시 사하구 당리동 333,89,3,미시행,평일+토요일,8:00,20:00,8:00,15:00,0:00,0:00,유료,10,200,,,,4700,50000,현금,,부산광역시 사하구청,051-220-4511,35.100768,128.9769034,2021.4.2
139-1-000001,사하구청 앞 공영주차장,공영,노상,,부산광역시 사하구 당리동 317-100,29,2,미시행,평일+토요일,8:00,20:00,8:00,15:00,0:00,0:00,유료,10,300,,,,8000,90000,현금,,부산광역시 사하구청,051-220-4511,35.1037084,128.974997,2021.4.2
139-2-000020,장림골목시장 공영주차장,공영,노외,,부산광역시 사하구 장림동 328-4,144,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,,,,2400,52000,현금,,부산광역시 사하구청,051-220-4511,35.082294,128.967143,2021.4.2
139-2-000019,하단1동 공영주차장,공영,노외,,부산광역시 사하구 하단동 53,60,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,200,,,,4700,90000,현금,,부산광역시 사하구청,051-220-4511,35.10311987,128.9708172,2021.4.2
139-2-000018,하단동 광장 공영주차장,공영,노외,,부산광역시 사하구 하단동 1163,42,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,200,,,,4700,90000,현금,,부산광역시 사하구청,051-220-4511,35.10655312,128.957482,2021.4.2
139-2-000017,사릿골 공영주차장,공영,노외,,부산광역시 사하구 괴정동 237-4,27,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,200,,,,4700,90000,현금,,부산광역시 사하구청,051-220-4511,35.10413092,128.9984253,2021.4.2
139-2-000016,신평골목시장 공영주차장,공영,노외,,부산광역시 사하구 신평동 99-9,15,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,200,,,,4700,90000,현금,,부산광역시 사하구청,051-220-4511,35.09255799,128.9774986,2021.4.2
139-2-000015,감천1동 공영주차장,공영,노외,,부산광역시 사하구 감천동 12,104,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,,,,2400,52000,현금,,부산광역시 사하구청,051-220-4511,35.09568499,129.0087013,2021.4.2
139-2-000014,감천문화마을 공영주차장,공영,노외,,부산광역시 사하구 감천동 17-46,27,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,,,,2400,52000,현금,,부산광역시 사하구청,051-220-4511,35.09152897,129.0073239,2021.4.2
139-2-000013,회화나무 공영주차장,공영,노외,,부산광역시 사하구 괴정동 514-4,62,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,200,,,,4700,90000,현금,,부산광역시 사하구청,051-220-4511,35.09688031,128.9923092,2021.4.2
139-2-000012,중앙 공영주차장,공영,노외,,부산광역시 사하구 다대동 1552-20,156,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,200,,,,4700,90000,현금,,부산광역시 사하구청,051-220-4511,35.04789969,128.9656704,2021.4.2
139-2-000011,몰운대 공영주차장,공영,노외,,부산광역시 사하구 다대동 482-3,230,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,200,,,,4700,90000,현금,,부산광역시 사하구청,051-220-4511,35.04638172,128.9680068,2021.4.2
139-2-000010,다대2동 공영주차장,공영,노외,,부산광역시 사하구 다대동 1585,66,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,,,,2400,52000,현금,,부산광역시 사하구청,051-220-4511,35.0593944,128.9800291,2021.4.2
139-2-000009,하단동 유수지 공영주차장,공영,노외,,부산광역시 사하구 하단동 1172,28,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,,,,2400,52000,현금,,부산광역시 사하구청,051-220-4511,35.10326838,128.9567581,2021.4.2
139-2-000008,감내 공영주차장,공영,노외,,부산광역시 사하구 감천동 16-485,50,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,,,,2400,52000,현금,,부산광역시 사하구청,051-220-4511,35.0922441,129.0081723,2021.4.2
139-2-000007,감천2동 공영주차장,공영,노외,,부산광역시 사하구 감천동 12,40,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,,,,2400,52000,현금,,부산광역시 사하구청,051-220-4511,35.0956873,129.0087013,2021.4.2
139-2-000006,감정초교 지하 공영주차장,공영,노외,,부산광역시 사하구 감천동 10-2,79,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,,,,2400,52000,현금,,부산광역시 사하구청,051-220-4511,35.0968702,129.0110047,2021.4.2
139-2-000005,장림동 복합 공영주차장,공영,노외,,부산광역시 사하구 장림동 1144-1,236,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,,,,2400,52000,현금,,부산광역시 사하구청,051-220-4511,35.08166819,128.9608026,2021.4.2
139-2-000004,장림 노외 공영주차장,공영,노외,,부산광역시 사하구 장림동 328-4,53,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,,,,2400,52000,현금,,부산광역시 사하구청,051-220-4511,35.0821458,128.9671343,2021.4.2
139-2-000003,신평장림산업단지 공영주차장,공영,노외,,부산광역시 사하구 신평동 545-2,140,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,200,,,,4700,90000,현금,,부산광역시 사하구청,051-220-4511,35.08867803,128.973341,2021.4.2
139-2-000002,을숙도 공영주차장,공영,노외,,부산광역시 사하구 하단동 1149-5,340,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,,,,2400,52000,현금,,부산광역시 사하구청,051-220-4511,35.10942117,128.946943,2021.4.2
139-2-000001,동주마루 공영주차장,공영,노외,,부산광역시 사하구 괴정동 380-36,48,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,,,,2400,52000,현금,,부산광역시 사하구청,051-220-4511,35.10013235,129.0022161,2021.4.2
130-1-000001,중앙동 교보생명 옆 공영주차장,공영,노상,부산광역시 중구 중앙대로116번길 12,부산광역시 중구 중앙동4가 85-1,40,1,요일제,평일,9:00,20:00,0:00,0:00,0:00,0:00,유료,10,500,10,500,,,,현금,"경차, 장애인 차량 50퍼센트 할인",부산광역시중구청,051-600-4556,35.10747268,129.0378302,2021.4.5
130-1-000002,중부소방서 뒤 공영주차장,공영,노상,부산광역시 중구 중앙대로 130,부산광역시 중구 중앙동4가 82-1,41,1,요일제,평일,9:00,20:00,0:00,0:00,0:00,0:00,유료,10,500,10,500,,,,현금,"경차, 장애인 차량 50퍼센트 할인",부산광역시중구청,051-600-4556,35.10898626,129.0374249,2021.4.5
130-1-000003,중앙동 객화차담 밑 공영주차장,공영,노상,부산광역시 중구 충장대로13번길 40,부산광역시 중구 중앙동4가 90-1,68,1,요일제,평일,9:00,20:00,0:00,0:00,0:00,0:00,유료,10,500,10,500,,,,현금,"경차, 장애인 차량 50퍼센트 할인",부산광역시중구청,051-600-4556,35.10760288,129.0384476,2021.4.5
130-1-000004,중앙동 마린센터 공영주차장,공영,노상,부산광역시 중구 충장대로5번길 72,부산광역시 중구 중앙동4가 75-1,45,1,요일제,평일,9:00,20:00,0:00,0:00,0:00,0:00,유료,10,500,10,500,,,,현금,"경차, 장애인 차량 50퍼센트 할인",부산광역시중구청,051-600-4556,35.11153694,129.0390106,2021.4.5
130-1-000005,중앙동 KT 뒤 공영주차장,공영,노상,부산광역시 중구 충장대로5번길 69,부산광역시 중구 중앙동4가 76-7,56,1,요일제,평일,9:00,20:00,0:00,0:00,9:30,0:00,유료,10,500,10,500,,,,현금,"경차, 장애인 차량 50퍼센트 할인",부산광역시중구청,051-600-4556,35.11134658,129.0385408,2021.4.5
130-1-000006,부산데파트 뒤 공영주차장,공영,노상,부산광역시 중구 해관로 41-2,부산광역시 중구 중앙동2가 49-31,74,1,요일제,평일+토요일 + 공휴일,9:00,20:00,9:00,20:00,9:00,20:00,유료,10,500,10,500,,,,현금,"경차, 장애인 차량 50퍼센트 할인",부산광역시중구청,051-600-4556,35.10268883,129.035496,2021.4.5
130-1-000007,부산우체국 뒤 공영주차장,공영,노상,부산광역시 중구 해관로 63-1,부산광역시 중구 중앙동4가 63-1,42,1,요일제,평일+토요일 + 공휴일,9:00,20:00,9:00,20:00,9:00,20:00,유료,10,500,10,500,,,,현금,"경차, 장애인 차량 50퍼센트 할인",부산광역시중구청,051-600-4556,35.10459875,129.0353154,2021.4.5
130-1-000008,국제회관 옆 공영주차장,공영,노상,부산광역시 중구 대교로 103,부산광역시 중구 중앙동6가 79-9,23,1,요일제,평일,9:00,20:00,0:00,0:00,0:00,0:00,유료,10,500,10,500,,,,현금,"경차, 장애인 차량 50퍼센트 할인",부산광역시중구청,051-600-4556,35.09941501,129.0374717,2021.4.5
130-1-000009,유창빌딩 앞 공영주차장,공영,노상,부산광역시 중구 중앙대로 72,부산광역시 중구 중앙동4가 25-2,20,1,요일제,평일,9:00,20:00,0:00,0:00,0:00,0:00,유료,10,500,10,500,,,,현금,"경차, 장애인 차량 50퍼센트 할인",부산광역시중구청,051-600-4556,35.10416706,129.0367654,2021.4.5
130-1-000010,신한은행부산금융센터 뒤 공영주차장,공영,노상,부산광역시 중구 해관로 7,부산광역시 중구 동광동1가 2,13,1,요일제,평일,9:00,20:00,0:00,0:00,9:30,0:00,유료,10,500,10,500,,,,현금,"경차, 장애인 차량 50퍼센트 할인",부산광역시중구청,051-600-4556,35.09943536,129.0356169,2021.4.5
130-1-000012,국제시장로 1구간 공영주차장,공영,노상,부산광역시 중구 중구로 32,부산광역시 중구 신창동4가 60-3,29,1,요일제,평일+토요일 + 공휴일,10:00,21:00,10:00,21:00,10:00,21:00,유료,10,700,10,500,,,,현금,"경차, 장애인 차량 50퍼센트 할인",부산광역시중구청,051-600-4556,35.10069047,129.0280513,2021.4.5
130-1-000013,광복로 부평동구간 공영주차장,공영,노상,부산광역시 중구 광복로 13,부산광역시 중구 부평동1가 35-11,17,1,요일제,평일+토요일 + 공휴일,10:00,21:00,10:00,21:00,10:00,21:00,유료,10,700,10,500,,,,현금,"경차, 장애인 차량 50퍼센트 할인",부산광역시중구청,051-600-4556,35.09959194,129.0264889,2021.4.5
130-1-000014,보수복개천 공영주차장,공영,노상,부산광역시 중구 보수대로 42,부산광역시 중구 부평동3가 58-3,24,2,요일제,평일,9:00,20:00,0:00,0:00,0:00,0:00,유료,10,300,10,300,4.5,8000,90000,현금,"경차, 장애인 차량 50퍼센트 할인",부산광역시중구청,051-600-4556,35.10052083,129.0239679,2021.4.5
130-1-000015,자갈치시장 앞 공영주차장,공영,노상,부산광역시 중구 자갈치해안로 52,부산광역시 중구 남포동4가 37-1,30,1,요일제,평일+토요일 + 공휴일,10:00,21:00,10:00,21:00,10:00,21:00,유료,10,700,10,700,,,,"현금, 신용카드","경차, 장애인 차량 50퍼센트 할인",부산광역시중구청,051-600-4556,35.09661444,129.0305818,2021.4.5
130-1-000016,건어물시장 공영주차장,공영,노상,부산광역시 중구 자갈치해안로 76,부산광역시 중구 남포동4가 44-10,8,1,요일제,평일+토요일 + 공휴일,8:00,19:00,8:00,19:00,8:00,19:00,유료,10,700,10,700,,,,"현금, 신용카드","경차, 장애인 차량 51퍼센트 할인",부산광역시중구청,051-600-4557,35.09690735,129.0333216,2021.4.5
130-2-000001,중앙동 공영주차장,공영,노외,부산광역시 중구 대청로135번길 36,부산광역시 중구 중앙동4가 52-3,29,1,요일제,평일+토요일 + 공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,10,500,10,500,5,15000,240000,현금,"경차, 장애인 차량 50퍼센트 할인",부산광역시중구청,051-600-4556,35.10590119,129.0352469,2021.4.5
130-2-000002,영주 공영주차장,공영,노외,부산광역시 중구 동영로 58,부산광역시 중구 영주동 462-51,43,4,요일제,평일+토요일 + 공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,10,100,10,100,4,2400,52000,현금,"경차, 장애인 차량 50퍼센트 할인",부산광역시중구청,051-600-4556,35.11080554,129.0321228,2021.4.5
130-2-000003,용두산 공영주차장,공영,노외,부산광역시 중구 대청로 120,부산광역시 중구 대청동1가 43-1,292,1,요일제,평일+토요일 + 공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,10,500,10,500,5,15000,240000,"현금, 신용카드","경차, 장애인 차량 50퍼센트 할인",부산광역시중구청,051-600-4556,35.10261908,129.0329941,2021.4.5
130-2-000004,보수 공영주차장,공영,노외,부산광역시 중구 중구로75번길 25,부산광역시 중구 보수동1가 146-18,34,4,요일제,평일+토요일 + 공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,10,100,10,100,4,2400,52000,현금,"경차, 장애인 차량 50퍼센트 할인",부산광역시중구청,051-600-4556,35.10383268,129.027901,2021.4.5
130-2-000005,보수종합시장 공영주차장,공영,노외,부산광역시 중구 보수대로106번길 27,부산광역시 중구 보수동3가 45,10,2,요일제,평일+토요일 + 공휴일,0:00,0:00,0:00,0:00,9:30,0:00,유료,10,300,10,300,4.5,8000,160000,현금,"경차, 장애인 차량 50퍼센트 할인",부산광역시중구청,051-600-4556,35.10433701,129.0223121,2021.4.5
130-2-000006,대청 공영주차장,공영,노외,부산광역시 중구 망양로 333,부산광역시 중구 대청동4가 2-119,78,4,요일제,평일+토요일 + 공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,10,100,10,100,4,2400,52000,현금,"경차, 장애인 차량 50퍼센트 할인",부산광역시중구청,051-600-4556,35.10752381,129.0296287,2021.4.5
130-2-000007,부평 공영주차장,공영,노외,부산광역시 중구 중구로33번길 32,부산광역시 중구 부평동2가 18-2,85,1,요일제,평일+토요일 + 공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,10,700,10,700,5,21000,310000,"현금, 신용카드","경차, 장애인 차량 50퍼센트 할인",부산광역시중구청,051-600-4556,35.1011038,129.0261842,2021.4.5
130-2-000008,신창 공영주차장,공영,노외,부산광역시 중구 광복로35번길 35,부산광역시 중구 신창동3가 39,44,1,요일제,평일+토요일 + 공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,10,700,10,700,5,21000,310000,"현금, 신용카드","경차, 장애인 차량 51퍼센트 할인",부산광역시중구청,051-600-4557,35.10254078,129.0286322,2021.4.5
130-2-000009,자갈치 공영주차장,공영,노외,부산광역시 중구 구덕로 93,부산광역시 중구 남포동6가 118,149,1,요일제,평일+토요일 + 공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,10,700,10,700,5,21000,310000,"현금, 신용카드","경차, 장애인 차량 50퍼센트 할인",부산광역시중구청,051-600-4556,35.09640999,129.0259978,2021.4.5
